"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status","predecessor_requirement_id","atomicity_review","modality_resolution"
"REQ-002.07","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L73–L75","EarnPearls is NOT merely a survey website. / It is a long-term Rewards Platform that initially launches with surveys and a limited number of partner offers. The architecture must support future expansion without requiring major rewrites.","f38e585739cde219c3957abdaf6b3bb41f7527c1ce03d598f18c7a9e36580b22","The architecture supports future product expansion without requiring major rewrites.","MUST","Non-functional","V1","CD","Architecture","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “The architecture supports future product expansion without requiring major rewrites” and recorded review or measurement evidence for REQ-002.07 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.04","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.08","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L75","It is a long-term Rewards Platform that initially launches with surveys and a limited number of partner offers. The architecture must support future expansion without requiring major rewrites.","fff661c930766e6d9577af09378aabf93d3b0537db5d54d6d3c94d7a000c1cc4","The initial EarnPearls launch includes only a limited number of partner offers.","MUST","Non-functional","V1","CD","Shared","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “The initial EarnPearls launch includes only a limited number of partner offers” and recorded review or measurement evidence for REQ-002.08 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.09","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L75","It is a long-term Rewards Platform that initially launches with surveys and a limited number of partner offers. The architecture must support future expansion without requiring major rewrites.","fff661c930766e6d9577af09378aabf93d3b0537db5d54d6d3c94d7a000c1cc4","The initial EarnPearls launch includes surveys.","MUST","Non-functional","V1","CD","Shared","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “The initial EarnPearls launch includes surveys” and recorded review or measurement evidence for REQ-002.09 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.03","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.10","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L107","Version 1.0 must remain intentionally focused.","d43c7dbd9a757f13f5fbac49324da3f57443b8808614fecfae562d693ebc9480","Version 1.0 remains intentionally focused.","MUST","Non-functional","V1","CD","Shared governance","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “Version 1.0 remains intentionally focused” and recorded review or measurement evidence for REQ-002.10 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","—","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.11","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L109; L115","The initial launch should prioritize: || Rewards","30754de8f48edcf8fa4e4a4b187ef6c9811660e51a9ea9388efec5ac4313d111","Version 1 prioritizes rewards.","SHOULD","Functional","V1","CBR","Backend","None directly identified","PASS when an automated positive-path test linked to REQ-002.11 demonstrates “Version 1 prioritizes rewards” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.08","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.12","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L109; L121","The initial launch should prioritize: || Scalability","8d60eee7ec75449585d478339d2499c0fcf2c53b63f89e8032f358e4a239f0f1","Version 1 prioritizes scalability.","SHOULD","Non-functional","V1","REC","Architecture","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “Version 1 prioritizes scalability” and recorded review or measurement evidence for REQ-002.12 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.11","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.13","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L109; L111","The initial launch should prioritize: || Surveys","905b5a0a49ac4ebdf19b8b9b579f2b3b8dc9389a5420c6b91a5721c18e944d92","Version 1 prioritizes surveys.","SHOULD","Functional","V1","CBR","Backend","None directly identified","PASS when an automated positive-path test linked to REQ-002.13 demonstrates “Version 1 prioritizes surveys” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.06","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.14","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L109; L113","The initial launch should prioritize: || Wallet","ddef96b33d1680a1164c8080033ab73fa3841ca7eed6c0e9aa7f46a14dd8c8f4","Version 1 prioritizes the wallet.","SHOULD","Functional","V1","CBR","Backend","None directly identified","PASS when an automated positive-path test linked to REQ-002.14 demonstrates “Version 1 prioritizes the wallet” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.07","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.15","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L109; L117","The initial launch should prioritize: || User Experience","8f57842c5ea4baa65a309771d91e3fe300ac7b673350d3d19bd1f26da2e873d0","Version 1 prioritizes user experience.","SHOULD","Functional","V1","CBR","Shared","None directly identified","PASS when an automated positive-path test linked to REQ-002.15 demonstrates “Version 1 prioritizes user experience” and an applicable negative/disabled-path test prevents the contrary behavior; FAIL on any unmet assertion.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.09","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.16","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L109; L119","The initial launch should prioritize: || Trust","ea411aeb256dfe14184d2b8649d19ed6666516bcd2f295c9ea05ac394dfd1edb","Version 1 prioritizes user trust.","SHOULD","Non-functional","V1","REC","Shared","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “Version 1 prioritizes user trust” and recorded review or measurement evidence for REQ-002.16 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.10","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-002.17","REQ-002","Part 1","YOUR PRIMARY OBJECTIVE","L123","Everything else should be designed for future expansion.","059c26ed0968acdc922229ad8051ff5afab648979ebc45b204f51b4e345c327d","Capabilities outside the focused V1 scope are designed for future expansion.","SHOULD","Non-functional","Future","FRR","Architecture","None directly identified","PASS when EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13 defines an owner-approved measurable standard for “Capabilities outside the focused V1 scope are designed for future expansion” and recorded review or measurement evidence for REQ-002.17 meets it; FAIL when the standard is undefined or the measured result is below it.","EP-P0-02; EP-P0-04; EP-P0-06; EP-P0-13","Linked automated acceptance-test result and relevant audit/event evidence.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-001.05","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
"REQ-003.01","REQ-003","Part 1","IMPORTANT WORKFLOW","L127–L131; L301","IMPORTANT WORKFLOW / Never begin development immediately. / Follow this exact sequence. || Only after all blueprints are finalized may implementation begin.","cd8230e163f6fbd9fae619f047575c41b77e0d6b5baa448b57944481aa0fea9c","Development does not begin until the prescribed analysis and blueprint sequence is completed.","MUST","Process","Pre-implementation deliverable","CD","Shared governance","None directly identified","PASS when a dated audit record linked to REQ-003.01 identifies the responsible reviewer, evidence reviewed, and outcome proving “Development does not begin until the prescribed analysis and blueprint sequence is completed”; FAIL if the gate is bypassed or the audit record is incomplete.","EP-P0-02; EP-P0-03; EP-P0-04; EP-P0-05; EP-P0-06; EP-P0-13","Dated gate/audit record naming reviewer, inputs, outcome, and approval state.","Approved for Phase 0 derivation by owner instruction 2026-07-21","Not started","REQ-002.01","Reviewed — one independently verifiable clause","Single-modality clause or imperative reviewed in canonical context."
