"requirement_id","parent_requirement_id","exact_constitution_part","exact_constitution_section","verified_exact_line_range","source_wording","source_digest_sha256","source_summary","source_modality","requirement_type","delivery_target","classification","responsible_layer","dependencies","atomic_acceptance_criteria","related_phase_0_document","evidence_requirement","owner_approval_state","implementation_status"
"REQ-002.38","REQ-002","Part 1","Controlled Blueprint Workflow","L211; L225","Include: || Every permission","275f4087b49878537007115d245053d1289b152f4183bdf504b548f1515144b6","The Product Blueprint documents every permission.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Product Blueprint documents every permission.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.39","REQ-002","Part 1","Controlled Blueprint Workflow","L211; L227","Include: || Every dashboard","329e19482b987602ee5ff99e6fc7db943451a4f02bd75ea86128ccb91914cc65","The Product Blueprint documents every dashboard.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Product Blueprint documents every dashboard.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.40","REQ-002","Part 1","Controlled Blueprint Workflow","L211; L229","Include: || Every process","c5c207f8b01b8168a68377f237c7401f096ed3454806b903235373256535a3d7","The Product Blueprint documents every process.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Product Blueprint documents every process.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.41","REQ-002","Part 1","Controlled Blueprint Workflow","L231–L233","No assumptions. / Everything must be documented.","6734144690482251478d0b8cf193a315f3993d381ee93ea341cd3fa6873c0453","The Product Blueprint makes no unstated assumptions and documents everything in scope.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Product Blueprint makes no unstated assumptions and documents everything in scope.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.42","REQ-002","Part 1","Controlled Blueprint Workflow","L237; L239","Phase 5 || Review the Product Blueprint.","830afc7a94549d4f9381f2d4dac2d5cd0b11cf30e0d3e0bec24ec2144d718147","Phase 5 reviews the Product Blueprint.","MUST","Governance","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","Workflow and audit evidence confirm this statement: “Phase 5 reviews the Product Blueprint.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Approval/audit record showing the required gate or workflow was followed.","Pending independent review","Not started"
"REQ-002.43","REQ-002","Part 1","Controlled Blueprint Workflow","L237; L241","Phase 5 || Improve it.","9da043a831778a5ff2035d2f99a817922cd9d8cdd8262f840ed2b44ab65a7165","Phase 5 improves the Product Blueprint.","MUST","Governance","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","Workflow and audit evidence confirm this statement: “Phase 5 improves the Product Blueprint.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Approval/audit record showing the required gate or workflow was followed.","Pending independent review","Not started"
"REQ-002.44","REQ-002","Part 1","Controlled Blueprint Workflow","L237; L243","Phase 5 || Challenge every design decision.","e1c1802c4274a72e2b365c7993a30bc9888b5f7d1551629252d726ef8b5efae8","Phase 5 challenges every design decision.","MUST","Governance","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","Workflow and audit evidence confirm this statement: “Phase 5 challenges every design decision.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Approval/audit record showing the required gate or workflow was followed.","Pending independent review","Not started"
"REQ-002.45","REQ-002","Part 1","Controlled Blueprint Workflow","L237; L245","Phase 5 || Produce Version 2\.","6a7eb4f1fa1428f57af11005f953d26e173d080b12376ff97d3e05702510cad5","Phase 5 produces Product Blueprint Version 2.","MUST","Governance","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","Workflow and audit evidence confirm this statement: “Phase 5 produces Product Blueprint Version 2.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Approval/audit record showing the required gate or workflow was followed.","Pending independent review","Not started"
"REQ-002.46","REQ-002","Part 1","Controlled Blueprint Workflow","L249–L251","Phase 6 / Create the Technical Blueprint.","7cdfeebb29aaa69d1b2ea27afd2b0b37ea19abe3feebe6d76f92614f532917a9","Phase 6 produces a Technical Blueprint.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “Phase 6 produces a Technical Blueprint.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.47","REQ-002","Part 1","Controlled Blueprint Workflow","L253; L255","Include: || System Architecture","2b9c6665f2f4e41c557d26b5800d245429d53d21f69d9aa5c159ab3fa63ebf79","The Technical Blueprint includes System Architecture.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Technical Blueprint includes System Architecture.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.48","REQ-002","Part 1","Controlled Blueprint Workflow","L253; L257","Include: || Database Design","3a62237cff3d5e88640df128ebba1e4da8619f54592474b2232dca8deac378f7","The Technical Blueprint includes Database Design.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Technical Blueprint includes Database Design.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.49","REQ-002","Part 1","Controlled Blueprint Workflow","L253; L259","Include: || API Design","6a336a52c291f6c115d82c9050c7ddc9e5876c5c426daa6729d199bc8dd7fa20","The Technical Blueprint includes API Design.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Technical Blueprint includes API Design.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.50","REQ-002","Part 1","Controlled Blueprint Workflow","L253; L261","Include: || Authentication","441aa02c147e685b86678f311a45b623fc0a9e725aefbfb379a5f438d8fa82ac","The Technical Blueprint includes Authentication.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Technical Blueprint includes Authentication.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.51","REQ-002","Part 1","Controlled Blueprint Workflow","L253; L263","Include: || Authorization","e2f61b829799de9e422eb614f16eb71d5e46467431d7decc4f0ee888b7c1bb67","The Technical Blueprint includes Authorization.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Technical Blueprint includes Authorization.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
"REQ-002.52","REQ-002","Part 1","Controlled Blueprint Workflow","L253; L265","Include: || Wallet Engine","cf910070ee6ff8c80cd68d269321dc02d21a3a0f828295d38afd07a38f015403","The Technical Blueprint includes the Wallet Engine.","MUST","Documentation","Pre-implementation deliverable","CD","Shared governance","None stated by the Constitution","The named artifact exists, addresses this statement, and is traceable to the cited lines: “The Technical Blueprint includes the Wallet Engine.”","Phase 0 documentation/roadmap deliverable (identifier pending ODR-001)","Versioned artifact plus reviewer sign-off and citation trace.","Pending independent review","Not started"
